permit_number,streetname,cross_street_1,cross_street_2,utility_contractor,permit_reason,utility_type,effective_date,expiration_date,status,cnn,latitude,longitude
24EXC-04484,TURK BLVD,STANYAN BLVD \ STANYAN ST,ROSSI AVE,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10,2026-04-15,APPROVED,12750000,37.7791850,-122.4427275
25EXC-02247,SAN BRUNO AVE,18TH ST,19TH ST,Pacific Gas & Electric,Cut-Off Service,Gas,2025-06-03,2025-08-01,APPROVED,11356000,37.7609033,-122.4051258
24EXC-00647,CALIFORNIA ST,POLK ST,VAN NESS AVE,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,3549000,37.7900422,-122.4249589
24EXC-00151,EDNA ST,JOOST AVE,,M Squared Construction,Install New Main,Curb Ramp:Water Service,2024-02-21,2026-03-06,ACTIVE,22164000,37.7319226,-122.4473119
25EXC-00538,21ST ST,SOUTH VAN NESS AVE,CAPP ST,"Precision Engineering, Inc.",Corrosion Testing,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp,2025-02-11,2025-06-05,APPROVED,1107000,37.7562928,-122.4270420
24EXC-01436,HERMANN ST,BUCHANAN ST,WEBSTER ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,6886000,37.7701426,-122.4309079
24EXC-00671,09TH ST,BRANNAN ST,,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Street Light:Traffic Signal:Bulb Out:Curb Ramp,2024-04-08,2026-04-07,APPROVED,23881000,,
25EXC-00538,SANCHEZ ST,17TH ST,DORLAND ST,"Precision Engineering, Inc.",Corrosion Testing,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp,2025-02-11,2025-06-05,APPROVED,11513000,37.7586287,-122.4303569
24EXC-04370,HYDE ST,08TH ST \ GROVE ST \ MARKET ST,FULTON ST \ UNITED NATIONS PLZ,"Esquivel Grading & Paving, Inc.",Pavement Preservation,Traffic Signal:Sewer:Sidewalk/Curb:Electric:Landscaping:Curb Ramp:Bulb Out,2024-12-05,2025-12-04,APPROVED,7112000,37.8061965,-122.4204771
24EXC-01436,DIAMOND ST,WILDER ST,,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,21941000,37.7340840,-122.4340066
23EXC-01009,PIERCE ST,MCALLISTER ST,GOLDEN GATE AVE,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Traffic Signal:Street Light:Curb Ramp,2023-06-19,2025-06-17,APPROVED,10424000,37.7800754,-122.4354426
24EXC-02151,SLOAT BLVD,43RD AVE,45TH AVE,Basset Engineering,Corrosion Testing,Water Service:Street / Roadway:Electric,2024-08-19,2025-08-29,ACTIVE,11962101,37.7337113,-122.4970071
25EXC-02226,16TH ST,DE HARO ST,RHODE ISLAND ST,Pacific Gas & Electric,Cut-Off Service,Gas,2025-05-13,2025-07-11,APPROVED,709000,37.7644057,-122.4286516
25EXC-02169,GONZALEZ DR,CRESPI DR \ UNNAMED 106,CARDENAS AVE,J. Flores Construction Co.,Replace Service,Sewer,2025-04-28,2025-05-11,ACTIVE,6294000,37.7161212,-122.4787849
24EXC-02284,WINDING WAY,CORDOVA ST,DRAKE ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,13674000,37.7099063,-122.4337560
24EXC-01872,DUBOCE AVE,NOE ST,SCOTT ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12,2025-08-08,APPROVED,4991000,37.7690291,-122.4370927
24EXC-00238,10TH ST,HOWARD ST,FOLSOM ST,Mitchell Engineering. Inc.,Other,Catch Basin:Other:Traffic Signal:Landscaping:Street / Roadway:Electric:Curb Ramp:Sidewalk/Curb:Sewer,2024-04-01,2026-11-06,APPROVED,487000,37.7754888,-122.4161854
24EXC-03388,CRESPI DR,JUAN BAUTISTA CIR,,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13,2026-07-31,APPROVED,23044000,37.7201801,-122.4756356
24EXC-03587,21ST ST,FOLSOM ST,,Bay Area Lightworks,Place Conduit,Sewer:Traffic Signal:Street Light:Curb Ramp,2024-09-30,2026-08-30,APPROVED,24079000,37.7562928,-122.4270420
24EXC-04484,KITTREDGE TER,TURK BLVD,GOLDEN GATE AVE,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10,2026-04-15,APPROVED,7904000,37.7777112,-122.4505820
24EXC-00647,STEINER ST,EDDY ST,ELLIS ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,12131000,37.7846275,-122.4346785
24EXC-01669,NORTHRIDGE RD,HARBOR RD,INGALLS ST \ ROSIE LEE LN,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22,2026-01-30,APPROVED,9708000,37.7305734,-122.3751404
25EXC-00538,20TH ST,SHOTWELL ST,SOUTH VAN NESS AVE,"Precision Engineering, Inc.",Corrosion Testing,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp,2025-02-11,2025-06-05,APPROVED,1053000,37.7586094,-122.4278583
24EXC-04484,TURK BLVD,ROSELYN TER,KITTREDGE TER,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10,2026-04-15,APPROVED,12744000,37.7791850,-122.4427275
24EXC-00647,EDDY ST,PIERCE ST,,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,26068000,37.7811503,-122.4345885
24EXC-04484,CALIFORNIA ST,12TH AVE,FUNSTON AVE,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10,2026-04-15,APPROVED,3588000,37.7900422,-122.4249589
24EXC-00238,FOLSOM ST,09TH ST,DORE ST,Mitchell Engineering. Inc.,Other,Catch Basin:Other:Traffic Signal:Landscaping:Street / Roadway:Electric:Curb Ramp:Sidewalk/Curb:Sewer,2024-04-01,2026-11-06,APPROVED,5679000,37.7723577,-122.4134198
24EXC-04874,POWELL ST,GEARY ST,POST ST,Bay Area Lightworks,Place Conduit,Street Light:Traffic Signal:Curb Ramp,2025-01-06,2026-05-31,APPROVED,10678000,37.7847076,-122.4071867
24EXC-04484,08TH AVE,CABRILLO ST,FULTON ST,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10,2026-04-15,APPROVED,393000,,
25EXC-02256,TEXAS ST,23RD ST,25TH ST \ DAKOTA ST,Pacific Gas & Electric,Repair Service,Gas,2025-05-20,2025-06-13,APPROVED,12545000,37.7616225,-122.3954742
25EXC-01096,PRENTISS ST,CHAPMAN ST,POWHATTAN AVE,Pacific Gas & Electric,Other,Gas,2025-05-05,2025-06-02,ACTIVE,10753000,37.7405451,-122.4120595
24EXC-04679,HOWARD ST,06TH ST,HARRIET ST,"Esquivel Grading & Paving, Inc.",Replace Sidewalk,Other:Street Light:Street / Roadway:Sidewalk/Curb:Landscaping:Sewer:Catch Basin:Electric:Bulb Out,2025-01-01,2025-12-31,APPROVED,7043000,37.7921712,-122.3914348
24EXC-02284,SHRADER ST,CARL ST,PARNASSUS AVE,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,11859000,37.7613944,-122.4505635
24EXC-01872,CASTRO ST,14TH ST,HENRY ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12,2025-08-08,APPROVED,3784000,37.7700514,-122.4364795
24EXC-04102,GEARY BLVD,26TH AVE,27TH AVE,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,6083201,37.7794957,-122.4992200
24EXC-04102,ARGUELLO BLVD,CLEMENT ST,GEARY BLVD,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,2422000,37.7801519,-122.4588166
24EXC-01669,16TH ST,CAROLINA ST,DE HARO ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22,2026-01-30,APPROVED,708000,37.7644057,-122.4286516
24EXC-02547,DOLORES ST,30TH ST,SAN JOSE AVE,"JDB Construction, INC.",Corrosion Testing,Street / Roadway:Sewer:Curb Ramp:Catch Basin:Sidewalk/Curb,2024-09-01,2026-02-02,APPROVED,4890101,37.7430391,-122.4243999
23EXC-02930,YORK ST,26TH ST,CESAR CHAVEZ ST \ PRECITA AVE,"JMB Construction, Inc.",Replace Main,AWSS:Water Service:Sidewalk/Curb:Sewer:Street / Roadway,2023-08-18,2026-01-11,APPROVED,13775000,37.7561110,-122.4085176
23EXC-02930,21ST ST,YORK ST,BRYANT ST,"JMB Construction, Inc.",Replace Main,AWSS:Water Service:Sidewalk/Curb:Sewer:Street / Roadway,2023-08-18,2026-01-11,APPROVED,1099000,37.7562928,-122.4270420
24EXC-01669,CESAR CHAVEZ ST,MINNESOTA ST,INDIANA ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22,2026-01-30,APPROVED,2470000,37.7475106,-122.4303746
23EXC-01009,FILLMORE ST,GOLDEN GATE AVE,TURK ST,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Traffic Signal:Street Light:Curb Ramp,2023-06-19,2025-06-17,APPROVED,5542000,37.7711813,-122.4302734
24EXC-00224,COLLEEN WAY,GOLD MINE DR \ ONIQUE LN,,A. Ruiz Construction Co.,Replace Main,Sidewalk/Curb:Catch Basin:Sewer:Street / Roadway:Curb Ramp:Pavement Preservation:Water Service,2024-03-05,2025-08-31,ACTIVE,22000000,,
24EXC-00647,POST ST,LYON ST,PRESIDIO AVE,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,10656000,37.7890838,-122.4022069
24EXC-00238,06TH ST,FOLSOM ST,,Mitchell Engineering. Inc.,Other,Catch Basin:Other:Traffic Signal:Landscaping:Street / Roadway:Electric:Curb Ramp:Sidewalk/Curb:Sewer,2024-04-01,2026-11-06,APPROVED,23941000,,
24EXC-00647,17TH AVE,QUINTARA ST,RIVERA ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,766000,37.7580699,-122.4746130
24EXC-04970,15TH ST,MISSION ST,WIESE ST,"Bauman Landscape Construction, Inc.",Replace Sidewalk,Water Service:Pavement Preservation:Sewer:Catch Basin:Curb Ramp:Sidewalk/Curb:AWSS,2025-01-13,2025-09-09,APPROVED,651000,37.7666955,-122.4194719
24EXC-02265,FOLSOM ST,PRECITA AVE,,Mitchell Engineering. Inc.,Install New Main,Street / Roadway:Sidewalk/Curb:Water Service:Curb Ramp:Sewer,2024-08-05,2026-06-09,APPROVED,21172000,37.7723577,-122.4134198
24EXC-02547,30TH ST,NOE ST,LAIDLEY ST,"JDB Construction, INC.",Corrosion Testing,Street / Roadway:Sewer:Curb Ramp:Catch Basin:Sidewalk/Curb,2024-09-01,2026-02-02,APPROVED,1674000,37.7418081,-122.4321166
24EXC-03388,STONECREST DR,BROADMOOR DR,WINSTON DR,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13,2026-07-31,APPROVED,12229000,37.7256758,-122.4742013
24EXC-01436,HAIGHT ST,LAGUNA ST,BUCHANAN ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,6605000,37.7726349,-122.4263520
24EXC-01872,HENRY ST,CASTRO ST,END: 200-299 BLOCK,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12,2025-08-08,APPROVED,6882000,37.7665427,-122.4354635
24EXC-01436,GUERRERO ST,CLINTON PARK,14TH ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,6575202,37.7599714,-122.4235988
24EXC-04102,20TH AVE,GEARY BLVD,ANZA ST,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,1001000,37.7301204,-122.4759831
24EXC-02284,GRATTAN ST,SHRADER ST,STANYAN ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,6425000,37.7639440,-122.4503396
25EXC-00538,CAMP ST,ALBION ST,GUERRERO ST,"Precision Engineering, Inc.",Corrosion Testing,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp,2025-02-11,2025-06-05,APPROVED,3636000,37.7640058,-122.4233793
24EXC-04102,15TH AVE,GEARY BLVD,,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,27486000,37.7739963,-122.4735124
24EXC-04102,28TH AVE,GEARY BLVD,ANZA ST,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,1579000,37.7612828,-122.4866522
24EXC-00238,FOLSOM ST,HALLAM ST,,Mitchell Engineering. Inc.,Other,Catch Basin:Other:Traffic Signal:Landscaping:Street / Roadway:Electric:Curb Ramp:Sidewalk/Curb:Sewer,2024-04-01,2026-11-06,APPROVED,24275000,37.7723577,-122.4134198
24EXC-02284,30TH ST,CHURCH ST,CHURCH ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,1668000,37.7418081,-122.4321166
24EXC-02265,FLORIDA ST,PRECITA AVE,,Mitchell Engineering. Inc.,Install New Main,Street / Roadway:Sidewalk/Curb:Water Service:Curb Ramp:Sewer,2024-08-05,2026-06-09,APPROVED,21134000,37.7678523,-122.4116903
25EXC-01096,PERALTA AVE,RIPLEY ST \ SAMOSET ST,ESMERALDA AVE \ FRANCONIA ST,Pacific Gas & Electric,Other,Gas,2025-05-05,2025-06-02,ACTIVE,10348000,37.7480903,-122.4055800
24EXC-03388,14TH AVE,CLEMENT ST,,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13,2026-07-31,APPROVED,27485000,37.7570542,-122.4713249
24EXC-01872,ROOSEVELT WAY,14TH ST \ ALPINE TER,BUENA VISTA TER,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12,2025-08-08,APPROVED,11140000,37.7627760,-122.4443083
24EXC-00647,ANZAVISTA AVE,TERRA VISTA AVE,OFARRELL ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,2370000,37.7794961,-122.4442673
24EXC-04102,14TH AVE,GEARY BLVD,,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,27480000,37.7570542,-122.4713249
24EXC-02284,FULTON ST,25TH AVE \ CROSSOVER DR,26TH AVE,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,5932000,37.7776023,-122.4324154
24EXC-03293,ARGUELLO BLVD,MCALLISTER ST,FULTON ST,Ronan Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Traffic Signal:Sewer:Curb Ramp,2024-10-07,2025-08-03,APPROVED,2429000,37.7801519,-122.4588166
24EXC-00647,17TH AVE,SANTIAGO ST,TARAVAL ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,768000,37.7580699,-122.4746130
24EXC-04102,PALM AVE,EUCLID AVE,GEARY BLVD,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,10191000,37.7836087,-122.4579203
24EXC-01669,KIRKWOOD AVE,EARL ST,DORMITORY RD \ KISKA RD,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22,2026-01-30,APPROVED,7891000,37.7423208,-122.3972243
24EXC-04808,FRONT ST,FREMONT ST \ MARKET ST,PINE ST,R & S Construction Management Inc,Install New Curb Ramp,Curb Ramp:Bulb Out:AWSS:Air Raid Siren:Traffic Signal:Street Light:Street / Roadway:Sidewalk/Curb:Sewer:Catch Basin,2025-02-24,2027-07-08,APPROVED,5867000,37.7933532,-122.3987986
24EXC-00647,MASONIC AVE,GEARY BLVD,ANZA ST \ OFARRELL ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,8843101,37.7683633,-122.4449306
24EXC-00647,KEARNY ST,GREENWICH ST,LOMBARD ST \ TELEGRAPH HILL BLVD,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,7772000,37.8059694,-122.4070695
24EXC-00647,POST ST,PRESIDIO AVE,,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,26838000,37.7890838,-122.4022069
24EXC-04102,24TH AVE,CLEMENT ST,GEARY BLVD,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,1293000,37.7327961,-122.4801499
24EXC-03587,22ND ST,FOLSOM ST,,Bay Area Lightworks,Place Conduit,Sewer:Traffic Signal:Street Light:Curb Ramp,2024-09-30,2026-08-30,APPROVED,24077000,37.7572860,-122.3923999
24EXC-04022,WOOLSEY ST,SAN BRUNO AVE,GIRARD ST,bsm - test 2,Replace Sidewalk,Curb Ramp:Catch Basin:Traffic Signal:Street / Roadway:Sidewalk/Curb:Curb Ramp:Catch Basin:Traffic Signal:Street / Roadway:Sidewalk/Curb:Sidewalk/Curb,2024-10-17,2025-10-17,APPROVED,13723000,37.7246487,-122.4049032
24EXC-00647,CLAY ST,GOLDBERG LN,FILLMORE ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,4111000,37.7939619,-122.4087337
24EXC-02547,TREAT AVE,19TH ST,MISTRAL ST,"JDB Construction, INC.",Corrosion Testing,Street / Roadway:Sewer:Curb Ramp:Catch Basin:Sidewalk/Curb,2024-09-01,2026-02-02,APPROVED,12684000,37.7457192,-122.4124406
24EXC-01872,17TH AVE,LAKE ST,,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12,2025-08-08,APPROVED,27633000,37.7580699,-122.4746130
24EXC-04102,GEARY BLVD,04TH AVE,05TH AVE,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,6060201,37.7794957,-122.4992200
24EXC-02284,GROVE ST,LARKIN ST,DR CARLTON B GOODLETT PL \ POLK ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,6553000,37.7788553,-122.4152106
24EXC-01872,LAKE ST,11TH AVE,12TH AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12,2025-08-08,APPROVED,8019000,37.7868565,-122.4607985
24EXC-02284,38TH AVE,BALBOA ST,CABRILLO ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,1849000,37.7766636,-122.4984769
25EXC-01647,BANNAN PL,GREEN ST,BANNAN PL,Pacific Gas & Electric,Place Conduit,Sidewalk/Curb:Street / Roadway,2025-04-23,2025-05-21,APPROVED,2722000,,
24EXC-04102,GEARY BLVD,09TH AVE,10TH AVE,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,6065201,37.7794957,-122.4992200
24EXC-01990,ELLIS ST,MASON ST,TAYLOR ST,"Esquivel Grading & Paving, Inc.",Install New Curb Ramp,AWSS:Street / Roadway:Street Light:Traffic Signal:Pavement Preservation:Sewer:Landscaping:Electric:Bulb Out:Curb Ramp,2024-06-11,2025-06-13,APPROVED,5172000,37.7813806,-122.4402682
24EXC-00238,11TH ST,BURNS PL,FOLSOM ST,Mitchell Engineering. Inc.,Other,Catch Basin:Other:Traffic Signal:Landscaping:Street / Roadway:Electric:Curb Ramp:Sidewalk/Curb:Sewer,2024-04-01,2026-11-06,APPROVED,514000,37.7749966,-122.4179680
24EXC-00647,SACRAMENTO ST,BUCHANAN ST,WEBSTER ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,11254000,37.7943662,-122.3984071
23EXC-02930,18TH ST,YORK ST,BRYANT ST,"JMB Construction, Inc.",Replace Main,AWSS:Water Service:Sidewalk/Curb:Sewer:Street / Roadway,2023-08-18,2026-01-11,APPROVED,868000,37.7619383,-122.4177443
24EXC-02284,JACKSON ST,FRANKLIN ST,GOUGH ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,7398000,37.7970193,-122.3989370
24EXC-01436,ADDISON ST,DIGBY ST,,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,21962000,37.7401273,-122.4340765
25EXC-00745,FOLSOM ST,12TH ST,13TH ST,"NTK Construction, Inc",Other,Street Light:Street / Roadway:Catch Basin:Traffic Signal:Sidewalk/Curb:Sewer:Curb Ramp:Bulb Out,2025-03-10,2027-01-31,APPROVED,5685000,37.7723577,-122.4134198
24EXC-04102,GEARY BLVD,21ST AVE,22ND AVE,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,6078201,37.7794957,-122.4992200
24EXC-02284,CLAYTON ST,FREDERICK ST,CARL ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,4134000,37.7660768,-122.4478438
24EXC-03388,STONECREST DR,WINSTON DR,BROADMOOR DR,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13,2026-07-31,APPROVED,12230000,37.7256758,-122.4742013
24EXC-04679,06TH ST,STEVENSON ST,,"Esquivel Grading & Paving, Inc.",Replace Sidewalk,Other:Street Light:Street / Roadway:Sidewalk/Curb:Landscaping:Sewer:Catch Basin:Electric:Bulb Out,2025-01-01,2025-12-31,APPROVED,24295000,,
24EXC-03498,EVANS AVE,NAPOLEON ST \ TOLAND ST,MARIN ST,Mitchell Engineering. Inc.,Install service,Sidewalk/Curb:Street / Roadway:Other:Electric:AWSS,2024-12-02,2026-06-05,APPROVED,5340000,37.7386873,-122.3806748
24EXC-03498,NAPOLEON ST,EVANS AVE \ TOLAND ST,JERROLD AVE,Mitchell Engineering. Inc.,Install service,Sidewalk/Curb:Street / Roadway:Other:Electric:AWSS,2024-12-02,2026-06-05,APPROVED,9504000,37.7471528,-122.3968772
24EXC-04102,08TH AVE,GEARY BLVD,ANZA ST,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,390000,,
24EXC-02284,CORDOVA ST,PRAGUE ST,WINDING WAY,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,4401000,37.7121637,-122.4358253
24EXC-04102,FUNSTON AVE,GEARY BLVD,ANZA ST,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,5961000,37.7619948,-122.4704856
25EXC-01096,RUTLEDGE ST,FRANCONIA ST,MASSASOIT ST,Pacific Gas & Electric,Other,Gas,2025-05-05,2025-06-02,ACTIVE,11216000,37.7450127,-122.4089256
24EXC-01436,CESAR CHAVEZ ST,SANCHEZ ST,NOE ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,2494000,37.7475106,-122.4303746
24EXC-01436,DIAMOND ST,BOSWORTH ST,MONTEREY BLVD \ SAN JOSE AV OFF RAMP \ SAN JOSE AVE,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,4773000,37.7340840,-122.4340066
25EXC-00538,19TH ST,GUERRERO ST,,"Precision Engineering, Inc.",Corrosion Testing,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp,2025-02-11,2025-06-05,APPROVED,25676000,37.7615681,-122.3867267
